Product Key,Subcategory Key,Product Name,Color,Cost,Price
404,1026,HP 500 Wireless Headset,"Black,",£19,£26
405,1019,CORSAIR Vengeance Pro RGB DDR4 3600 MHz PC RAM - 16 GB x 2,"Silver,",£54,£83
406,1025,ASUS PRIME B550M-A AM4 Motherboard,"Silver,",£118,£163
407,1014,Logitech Wireless Combo MK270 Keyboard & Mouse Set,"Grey,",£19,£21
408,1011,Microsoft surface book 3,"Grey,",£962,"£1,146"
409,1017,SEAGATE One Touch Portable Hard Drive - 4 TB,"Silver,",£49,£84
410,1022,APPLE Thunderbolt 3 (USB-C) to Thunderbolt 2 Adapter,"Silver,",£15,£23
411,1015,SANDSTROM SMWLHYP15 Wireless Blue Trace Mouse - Gun Metal,"Grey,",£19,£25
412,1012,Dell Inspiron 3910 Intel i5 256GB SSD 8GB RAM Desktop,"Silver,",£956,"£1,297"
413,1025,ASUS ROG STRIX B450-F GAMING II AM4 Motherboard,"Silver,",£115,£157
414,1020,"CORSAIR LL Series 120 mm Case Fan - Triple Pack, RGB LED","Black,",£30,£63
415,1019,PNY XLR8 DDR4 3200 MHz PC RAM - 8 GB x 2,"Silver,",£54,£91
416,1016,LG XBOOM LK72B Bluetooth Traditional Hi-Fi System,"Black,",£115,£136
417,1015,SANDSTROM SMWLHYP15 Wireless Blue Trace Mouse - Gun Metal,"Grey,",£15,£20
418,1028,HP LaserJet M110WE Monochrome Wireless Laser Printer & Instant Ink with HP+,"Black,",£65,£128
419,1011,Huawei matebook x pro,"Black,",£950,"£1,042"
420,1025,MSI Z690-A PRO LGA1700 Motherboard,"Grey,",£119,£161
421,1021,SANDSTROM SWCAMHD19 Full HD Webcam,"Silver,",£55,£69
422,1026,POLY Blackwire 3320 Headset ,"Black,",£18,£26
423,1013,HP Pavilion Intel i5 RTX 3060 256GB SSD Desktop,"Grey,",£935,"£1,297"
424,1027,HP DeskJet Plus 4130e All-in-One Wireless Inkjet Printer & Instant Ink with HP+,"Black,",£98,£114
425,1011,HP spectre x360,"Grey,",£919,"£1,430"
426,1029,EPSON EcoTank ET-2820 All-in-One Wireless Inkjet Printer,"Grey,",£59,£126
427,1026,ADVENT AHSOE19 Headset - Black,"Black,",£17,£27
428,1028,BROTHER HLL2350DW Monochrome Wireless Laser Printer,"Black,",£79,£100
429,1028,HP Colour Laser 150nw Wireless Laser Printer,"Black,",£91,£104
430,1012,SkyTech Shadow 3.0 Ryzen 5 RTX 3060 1TB Desktop,"Black,",£989,"£1,168"
431,1014,Logitech MK120 Wired Desktop Keyboard & Mouse Set,"Silver,",£15,£23
432,1018,"ASUS RT-AX88U WiFi Cable & Fibre Router - AX 6000, Dual-band","Silver,",£148,£169
433,1012,SkyTech Shadow 3.0 Ryzen 5 RTX 3060 1TB Desktop,"Grey,",£928,"£1,256"
434,1030,BROTHER HLL3230CDW Wireless Laser Colour Printer,"Black,",£90,£104
435,1024,LOGITECH H340 USB Headset,"Grey,",£19,£23
436,1012,Dell XPS 8940 Intel i7 512GB SSD 16GB RAM Desktop,"Silver,",£966,"£1,412"
437,1030,BROTHER DCPL3550CDW All-in-One Wireless Laser Colour Printer,"Black,",£53,£129
438,1014,Logitech Wireless Combo MK270 Keyboard & Mouse Set,"Black,",£19,£24
439,1012,Dell XPS 8940 Intel i7 512GB SSD 16GB RAM Desktop,"Black,",£959,"£1,448"
440,1026,LOGITECH H340 USB Headset,"Black,",£16,£29
441,1015,SATECHI M1 Wireless Optical Mouse - Space Grey,"Grey,",£19,£21
442,1012,Dell Inspiron 3910 Intel i5 256GB SSD 8GB RAM Desktop,"Grey,",£934,"£1,040"
443,1015,SATECHI M1 Wireless Optical Mouse - Silver,"Silver,",£16,£23
444,1018,"ASUS DSL-AX82U WiFi Modem Router - AX 5400, Dual-band","Black,",£149,£158
445,1025,ASUS TUF GAMING B550-PLUS AM4 Motherboard,"Grey,",£117,£171
446,1017,SEAGATE One Touch Portable Hard Drive - 4 TB,"Black,",£47,£74
447,1026,HP 500 Wireless Headset,"Grey,",£16,£25
448,1015,SANDSTROM SMWLHYP15 Wireless Blue Trace Mouse - Gun Metal,"Grey,",£16,£24
449,1012,Dell XPS 8940 Intel i7 512GB SSD 16GB RAM Desktop,"Silver,",£963,"£1,131"
450,1017,SEAGATE Gaming Hard Drive for Xbox ,"Grey,",£64,£83
451,1012,SkyTech Shadow 3.0 Ryzen 5 RTX 3060 1TB Desktop,"Grey,",£920,"£1,409"
452,1021,LOGITECH Pro C920 Full HD Webcam,"Silver,",£42,£62
453,1018,"TP-LINK Archer AX10 WiFi Cable & Fibre Router - AX 1500, Dual-band","Black,",£136,£184
454,1027,HP DeskJet 2710e All-in-One Wireless Inkjet Printer & Instant Ink with HP+,"Black,",£83,£128
455,1012,Dell XPS 8940 Intel i7 512GB SSD 16GB RAM Desktop,"Grey,",£951,"£1,197"
456,1017,SEAGATE One Touch Portable Hard Drive - 4 TB,"Black,",£43,£86
457,1030,HP MFP 178nw All-in-One Wireless Laser Colour Printer,"Silver,",£67,£124
458,1019,PNY XLR8 EPIC-X RGB DDR4 3200 MHz PC RAM - 8 GB,"Black,",£59,£86
459,1027,HP DeskJet 2710e All-in-One Wireless Inkjet Printer & Instant Ink with HP+,"Black,",£72,£103
460,1026,POLY Blackwire 3320 Headset ,"Silver,",£16,£28
461,1022,ADVENT USB-A to USB-B Cable - 1.8 m,"Black,",£10,£23
462,1028,BROTHER HLL2350DW Monochrome Wireless Laser Printer,"Black,",£73,£126
463,1015,SATECHI M1 Wireless Optical Mouse - Space Grey,"Grey,",£19,£21
464,1029,EPSON EcoTank ET-2820 All-in-One Wireless Inkjet Printer,"Silver,",£67,£119
465,1025,MSI Z690-A PRO LGA1700 Motherboard,"Black,",£119,£177
466,1030,BROTHER HLL3230CDW Wireless Laser Colour Printer,"Grey,",£61,£105
467,1025,ASUS ROG STRIX B450-F GAMING II AM4 Motherboard,"Grey,",£118,£184
468,1016,JBL Xtreme 2 Portable Bluetooth Speaker - Gun Metal Grey,"Black,",£127,£149
469,1015,SATECHI M1 Wireless Optical Mouse - Silver,"Black,",£19,£22
470,1018,"ASUS RT-AX88U WiFi Cable & Fibre Router - AX 6000, Dual-band","Black,",£144,£165
471,1024,HP 500 Wireless Headset,"Grey,",£16,£25
472,1019,CORSAIR Vengeance LPX DDR4 3200 MHz PC RAM - 8 GB x 2,"Black,",£52,£90
473,1027,HP DeskJet 2710e All-in-One Wireless Inkjet Printer & Instant Ink with HP+,"Black,",£85,£120
474,1015,SATECHI M1 Wireless Optical Mouse - Space Grey,"Silver,",£19,£22
475,1017,SEAGATE One Touch Portable Hard Drive - 4 TB,"Silver,",£48,£86
476,1012,Dell Inspiron 3910 Intel i5 256GB SSD 8GB RAM Desktop,"Grey,",£918,"£1,222"
477,1027,HP DeskJet 2710e All-in-One Wireless Inkjet Printer & Instant Ink with HP+,"Black,",£92,£122
478,1015,VIVANCO 39631 Wireless Laser Mouse,"Grey,",£20,£20
479,1029,EPSON EcoTank ET-2810 All-in-One Wireless Inkjet Printer,"Black,",£55,£111
480,1023,ESSENTIALS C2HDMI15 High Speed HDMI Cable - 2 m,"Black,",£13,£23
481,1024,HP 500 Wireless Headset,"Black,",£19,£27
482,1011,Lenovo yoga slim 7,"Grey,",£982,"£1,215"
483,1011,Huawei matebook x pro,"Black,",£912,"£1,307"
484,1026,HP 500 Wireless Headset,"Silver,",£16,£30
485,1027,HP DeskJet Plus 4130e All-in-One Wireless Inkjet Printer & Instant Ink with HP+,"Silver,",£84,£112
486,1015,SATECHI M1 Wireless Optical Mouse - Silver,"Grey,",£20,£25
487,1024,POLY Blackwire 3320 Headset ,"Silver,",£19,£24
488,1025,ASUS PRIME B550M-A AM4 Motherboard,"Black,",£112,£165
489,1014,Logitech POP Keys Mechanical Wireless Keyboard - Blast Yellow,"Black,",£16,£20
490,1012,Dell XPS 8940 Intel i7 512GB SSD 16GB RAM Desktop,"Black,",£997,"£1,095"
491,1019,PNY XLR8 EPIC-X RGB DDR4 3200 MHz PC RAM - 8 GB,"Black,",£63,£89
492,1022,ADVENT USB Type-C to HDMI & USB Adapter,"Black,",£11,£21
